"","geo","year","sector","SFA_per","SFL_per","SFL3","SFL3_per","SFA3","SFA3_per","SFL4","SFL4_per","SFA4","SFA4_per","SFL5","SFL5_per","SFA5","SFA5_per","fixed","GDP","int_paid","divs_paid","infl","bank_size","st","lt","total_debt","divs_paid_per","int_paid_per","fixed_per","debt_to_value","debt_to_gdp","app_int_rate_real","stlt","fin_profit_f3l","fin_profit_f3a","fin_profit_f5a","fin_profit_f5l","Group"
"1","Austria",1995,"S1",70.5,84,64147.1,36.3,23547.5,13.3,10285.6,5.8,16521.9,9.4,18464.5,10.5,12101.6,6.9,630857.8,176609,32693,0,1.8139180592048,123.65,8696.7,65736,74432.7,0,18.5115141357462,357.205918158191,0.801237281640351,0.421454738999711,42.1089814191159,0.132297371303395,0,0,0,0,"Western and Central"
"2","Austria",1995,"S11",32.1,104.1,7263,4.1,9474.7,5.4,100157.7,56.7,3018.1,1.7,60035.9,34,12347.3,7,254777.3,176609,4443,0,1.8139180592048,123.65,33295.8,74124.9,107420.7,0,2.51572683158842,144.260654893012,0.641483823271224,0.608240236907519,2.32215627283735,0.449185091649365,0,0,0,0,"Western and Central"
"3","Austria",1995,"S12",188.4,193.7,54413.8,30.8,62010.5,35.1,3467.9,2,196238,111.1,34616.5,19.6,11014.1,6.2,13044.4,176609,18905,0,1.8139180592048,123.65,6517.2,51364.5,57881.7,0,10.7044374861983,7.38603355434887,0.625760285065007,0.327739243186927,30.8475276136072,0.12688140641883,0,0,0,0,"Western and Central"
"4","Austria",1995,"S13",32.1,69.2,80274,45.5,1437.5,0.8,40719.3,23.1,25646.1,14.5,0,0,19383.8,11,130418.9,176609,7059,0,1.8139180592048,123.65,10319.9,110673.4,120993.3,0,3.99696504708141,73.8461233572468,1,0.685091360009966,4.02028928946657,0.0932464350060629,0,0,0,0,"Western and Central"
"5","Austria",1995,"S14_S15",143,42.2,0,0,28428.4,16.1,74321,42.1,0,0,0,0,45544.2,25.8,232617.3,176609,2286,0,1.8139180592048,123.65,9151.5,65169.5,74321,0,1.29438477087804,131.713162975839,1,0.420822268400818,1.26192860593695,0.140426119580479,0,0,0,0,"Western and Central"
"6","Austria",1995,"S2",84,68.6,23547.5,13.3,64147.1,36.3,16521.9,9.4,10285.6,5.8,12101.6,6.9,18464.5,10.5,0,176609,5760,0,1.8139180592048,123.65,7417.5,32651.9,40069.4,0,3.26144194236987,0,0.768039715550785,0.226881982231936,12.561141212958,0.227169016198139,0,0,0,0,"Western and Central"
"7","Austria",1996,"S1",72.8,87.7,66180.3,36.3,30512.1,16.7,10421.6,5.7,18653.5,10.2,22369.4,12.3,14160.9,7.8,659084.4,182541,29953,0,0.986204273984214,125.56,7537.5,69064.4,76601.9,0,16.4089163530385,361.061021907407,0.773980941949838,0.419642162582653,38.1159589882847,0.109137268983731,0,0,0,0,"Western and Central"
"8","Austria",1996,"S11",32.4,105.1,6464.5,3.5,9647.3,5.3,105570.4,57.8,3923.7,2.1,64545,35.4,13775,7.5,266635.3,182541,4018,0,0.986204273984214,125.56,34454.1,77580.8,112034.9,0,2.20114933083526,146.068718808377,0.634471420586375,0.613751979007456,2.60017818362498,0.444106015921465,0,0,0,0,"Western and Central"
"9","Austria",1996,"S12",196.4,202.4,57092.5,31.3,76265.5,41.8,3659.6,2,207587.1,113.7,44086.1,24.2,13410.3,7.3,13932.3,182541,16779,0,0.986204273984214,125.56,5900.6,54851.5,60752.1,0,9.1919075714497,7.63242230512597,0.579484386416402,0.332813450129012,26.6325940885415,0.107574086396908,0,0,0,0,"Western and Central"
"10","Austria",1996,"S13",29.7,69.7,86037.2,47.1,1363.5,0.7,40043.7,21.9,24234.2,13.3,0,0,20892.2,11.4,135560.8,182541,7158,0,0.986204273984214,125.56,9616.3,116464.6,126080.9,0,3.92131082880011,74.2632066220739,1,0.690699075824061,4.69110291528871,0.0825684371044935,0,0,0,0,"Western and Central"
"11","Austria",1996,"S14_S15",146.7,42.9,0,0,26649.7,14.6,78239.3,42.9,0,0,0,0,52345,28.7,242956,182541,1998,0,0.986204273984214,125.56,10024.5,68214.8,78239.3,0,1.09454862195342,133.09667417183,1,0.428612202190193,1.56749955516559,0.14695491301008,0,0,0,0,"Western and Central"
"12","Austria",1996,"S2",87.7,71.1,30512.1,16.7,66180.3,36.3,18653.5,10.2,10421.6,5.7,14160.9,7.8,22369.4,12.3,0,182541,6185,0,0.986204273984214,125.56,9312.6,39853.1,49165.6,0,3.38827989328425,0,0.776382714977142,0.269340038676243,11.5937296635656,0.233673164697351,0,0,0,0,"Western and Central"
"13","Austria",1997,"S1",81.9,94.7,76100.2,40.3,38644.6,20.5,8401,4.5,22413.7,11.9,28035.2,14.9,22779,12.1,686219.3,188724,30515,0,1.2669984264441,126.92,6090,78411.1,84501.2,0,16.1691146859965,363.609980712575,0.75087882676183,0.447750153663551,34.8449147771554,0.0776675751264808,0,0,0,0,"Western and Central"
"14","Austria",1997,"S11",34.9,112.3,11682.7,6.2,9761.5,5.2,112195.8,59.4,4829.2,2.6,71561.2,37.9,20474.2,10.8,307103.3,188724,4216,0,1.2669984264441,126.92,34840.1,89038.3,123878.5,0,2.23395010703461,162.726150357135,0.633845119492099,0.656400351836544,2.13633629265566,0.391293409689987,0,0,0,0,"Western and Central"
"15","Austria",1997,"S12",203.9,208.1,60088.4,31.8,87242.5,46.2,1960.8,1,216103,114.5,54062.9,28.6,17719.8,9.4,14999.9,188724,17438,0,1.2669984264441,126.92,5087.9,56961.3,62049.2,0,9.23994828426697,7.94806171976007,0.534390472655305,0.328782772726309,26.8365065341356,0.0893220484785284,0,0,0,0,"Western and Central"
"16","Austria",1997,"S13",29.6,65.4,87570.4,46.4,1608.1,0.9,34700.5,18.4,23075.5,12.2,0,0,21718.4,11.5,110649.1,188724,6795,0,1.2669984264441,126.92,9964.2,112306.7,122270.9,0,3.60049596235773,58.6301159364999,1,0.64788209236769,4.29033369428127,0.0887231126905162,0,0,0,0,"Western and Central"
"17","Austria",1997,"S14_S15",147.6,43.1,0,0,23273.8,12.3,81137.9,43,0,0,0,0,60455.6,32,253467,188724,2066,0,1.2669984264441,126.92,10734.8,70403.1,81137.9,0,1.09472033233717,134.30565269918,1,0.429928890867086,1.27928389045096,0.152476240392824,0,0,0,0,"Western and Central"
"18","Austria",1997,"S2",94.7,80.7,38644.6,20.5,76100.2,40.3,22413.7,11.9,8401,4.5,22779,12.1,28035.2,14.9,0,188724,6239,0,1.2669984264441,126.92,9121.3,51936.9,61058.3,0,3.30588584387783,0,0.728295162177217,0.323532248150739,8.95110459968011,0.175622726808878,0,0,0,0,"Western and Central"
"19","Austria",1998,"S1",90.6,104.9,90670.7,46.2,49785.3,25.4,8101.5,4.1,32927.3,16.8,34646.6,17.6,30958.6,15.8,710697.9,196347,32359,0,0.441900190125693,0,5745.1,93027.1,98772.2,0,16.4805166363632,361.96015217956,0.740316956830672,0.503049193519636,32.3193423457295,0.0617572728806982,0,0,0,0,"Western and Central"
"20","Austria",1998,"S11",35,114.7,12270.7,6.2,7291.2,3.7,118907.7,60.6,5516.6,2.8,77831.8,39.6,22324.1,11.4,319431.1,196347,4416,0,0.441900190125693,0,38739.5,92439,131178.4,0,2.24907943589665,162.687028576958,0.627617216767411,0.668094750620076,2.92450769409915,0.419081772844795,0,0,0,0,"Western and Central"
"21","Austria",1998,"S12",207.6,212.5,58048.8,29.6,96952.6,49.4,1874.1,1,227783.1,116,63510.9,32.3,25149.8,12.8,16070,196347,18747,0,0.441900190125693,0,3101.5,56821.4,59922.9,0,9.54789225198246,8.18448970445181,0.48546589345868,0.305188772937707,30.8433012937811,0.0545833084014122,0,0,0,0,"Western and Central"
"22","Austria",1998,"S13",31.1,67.1,97238.5,49.5,1827.9,0.9,31656.2,16.1,27044.5,13.8,0,0,22487.5,11.5,112132.9,196347,7023,0,0.441900190125693,0,7710.7,121183.9,128894.7,0,3.57683081483292,57.1095560410905,1,0.656463811517365,5.00673346199499,0.0636280892098703,0,0,0,0,"Western and Central"
"23","Austria",1998,"S14_S15",148.6,42.4,0,0,20600.8,10.5,83088.1,42.3,7.5,0,0,0,67693.4,34.5,263063.9,196347,2173,0,0.441900190125693,0,11127.7,71960.4,83088.1,0,1.10671413365114,133.979077857059,1,0.423169694469485,2.17339610380809,0.154636438930301,0,0,0,0,"Western and Central"
"24","Austria",1998,"S2",104.9,89.4,49785.3,25.4,90670.7,46.2,32927.3,16.8,8101.5,4.1,30958.6,15.8,34646.6,17.6,0,196347,7159,0,0.441900190125693,0,15241.7,67471,82712.6,0,3.64609594238771,0,0.727647812286665,0.421257263925601,8.21337119537059,0.225900016303301,0,0,0,0,"Western and Central"
"25","Austria",1999,"S1",118.4,132.3,123659,60.7,73418.9,36,11876.2,5.8,42174.5,20.7,39605.8,19.4,47953.4,23.5,737295.8,203851,31671,0,0.256350668449514,0,10049.2,125486,135535.2,0,15.5363476264527,361.68368072759,0.773863344391091,0.66487385394234,23.1110107254909,0.0800822402499084,0,0,0,0,"Western and Central"
"26","Austria",1999,"S11",42.4,121.8,15100.7,7.4,8553,4.2,128752.9,63.2,9870,4.8,86802.4,42.6,33799.5,16.6,333210.1,203851,4136,0,0.256350668449514,0,40652.9,103200.7,143853.6,0,2.02893289706698,163.45767251571,0.623671614872364,0.705680129113912,2.61879461814742,0.393920777669144,0,0,0,0,"Western and Central"
"27","Austria",1999,"S12",225.8,231.7,69445.8,34.1,113926.2,55.9,2192.8,1.1,240740.5,118.1,79236.7,38.9,36099.8,17.7,17145,203851,18413,0,0.256350668449514,0,6082.1,65556.4,71638.6,0,9.03257771607694,8.41055476794325,0.47481993407801,0.351426286846766,25.446273335928,0.0927766015217431,0,0,0,0,"Western and Central"
"28","Austria",1999,"S13",34.8,70.7,109232.4,53.6,1851.9,0.9,31398.6,15.4,32439.9,15.9,0,0,27339,13.4,113997.1,203851,7001,0,0.256350668449514,0,6716,133915,140631,0,3.43437118287377,55.9217761992828,1,0.689871523809057,4.72192581397612,0.0501512153231527,0,0,0,0,"Western and Central"
"29","Austria",1999,"S14_S15",151.7,44.5,0,0,19207.6,9.4,90439.8,44.4,32,0,0,0,77148.4,37.8,272943.7,203851,2122,0,0.256350668449514,0,12099.7,78340.1,90439.8,0,1.04095638481047,133.893726300092,1,0.443656396093225,2.08996146404083,0.154450913389184,0,0,0,0,"Western and Central"
"30","Austria",1999,"S2",132.3,116.5,73418.9,36,123659,60.7,42174.5,20.7,11876.2,5.8,47953.4,23.5,39605.8,19.4,0,203851,8393,0,0.256350668449514,0,14946.6,100646.8,115593.4,0,4.11722287356942,0,0.706790961363964,0.567048481488931,7.00444449805653,0.148505466641761,0,0,0,0,"Western and Central"
"31","Austria",2000,"S1",138.5,154.5,153360,71.8,89744.1,42,17566.5,8.2,53340.7,25,54110.8,25.3,72686.6,34,768843.5,213607,40298,0,1.36404108441594,121.95,16220.5,154706,170926.5,0,18.8654866179479,359.933663222647,0.759547417250385,0.800191473125881,22.2121744234193,0.104847258671286,0,0,0,0,"Western and Central"
"32","Austria",2000,"S11",45.9,128.9,17327.7,8.1,8723.5,4.1,145980.9,68.3,13233,6.2,95117.6,44.5,40126.3,18.8,351022.7,213607,5331,0,1.36404108441594,121.95,44597.5,118711.1,163308.6,0,2.49570472877762,164.331084655465,0.631935152085973,0.764528316019606,1.90033078577338,0.375680959910236,0,0,0,0,"Western and Central"
"33","Austria",2000,"S12",241.3,247.6,88666.4,41.5,125603.2,58.8,2486.6,1.2,264037.8,123.6,96777.5,45.3,54860.5,25.7,18075.8,213607,24654,0,1.36404108441594,121.95,8923.5,82229.5,91153,0,11.5417565903739,8.46217586502315,0.485035691385911,0.426732270009878,25.6827922617164,0.108519448616372,0,0,0,0,"Western and Central"
"34","Austria",2000,"S13",35.6,71.1,115256.5,54,2263,1.1,31876.4,14.9,34862.8,16.3,0,0,27433.3,12.8,116092.5,213607,7604,0,1.36404108441594,121.95,7589,139543.9,147132.9,0,3.55980843324423,54.3486402599166,1,0.688801865107417,3.80407563183175,0.0543843191999077,0,0,0,0,"Western and Central"
"35","Austria",2000,"S14_S15",153.8,45.1,0,0,21045,9.9,96091.7,45,76,0,0,0,88050.9,41.2,283652.5,213607,2710,0,1.36404108441594,121.95,11257.9,84833.7,96091.7,0,1.26868501500419,132.791762442242,1,0.449852766997336,1.45618168196243,0.132705516793444,0,0,0,0,"Western and Central"
"36","Austria",2000,"S2",154.5,136.8,89744.1,42,153360,71.8,53340.7,25,17566.5,8.2,72686.6,34,54110.8,25.3,0,213607,10217,0,1.36404108441594,121.95,20743.2,122341.7,143084.8,0,4.78308295140141,0,0.663131443740922,0.669850707139747,5.77647978153209,0.169551346760753,0,0,0,0,"Western and Central"
"37","Austria",2001,"S1",146.7,164.3,177545,80.5,101630.3,46.1,21843.3,9.9,57807.5,26.2,55355.3,25.1,69615.5,31.6,793910.3,220525,41056,0,1.94710309914316,108.45,14210.9,185177.4,199388.3,0,18.617390318558,360.009205305521,0.782701901048741,0.904152817140914,18.643874405555,0.0767420862373054,0,0,0,0,"Western and Central"
"38","Austria",2001,"S11",46.9,131.7,15645.6,7.1,8827.7,4,155401,70.5,15248.4,6.9,102327.8,46.4,42250.5,19.2,364930.5,220525,6066,0,1.94710309914316,108.45,42151,128895.6,171046.6,0,2.75070853644711,165.482598344859,0.625686238360285,0.775633601632468,1.59929887552339,0.327016593273936,0,0,0,0,"Western and Central"
"39","Austria",2001,"S12",244.4,250,99428.4,45.1,131725.1,59.7,2599.5,1.2,272043.4,123.4,93132.4,42.2,50926.4,23.1,18520.9,220525,24037,0,1.94710309914316,108.45,7893.6,94134.3,102027.9,0,10.8998979707516,8.39854891735631,0.522790239613282,0.462659108944564,21.6121390297255,0.0838546629655715,0,0,0,0,"Western and Central"
"40","Austria",2001,"S13",37.7,72.1,124403.7,56.4,2257.6,1,29373,13.3,35856.4,16.3,0,0,28180.5,12.8,117258.8,220525,7951,0,1.94710309914316,108.45,6489.6,147287.1,153776.7,0,3.60548690624646,53.1725654687677,1,0.697320938669085,3.22338111595575,0.0440608851691696,0,0,0,0,"Western and Central"
"41","Austria",2001,"S14_S15",152.8,45.4,0,0,20752.5,9.4,99828.5,45.3,18,0,0,0,88363,40.1,293200.1,220525,3003,0,1.94710309914316,108.45,11190.1,88638.4,99828.5,0,1.36175036843895,132.955492574538,1,0.452685636549144,1.06105589352927,0.126244381667539,0,0,0,0,"Western and Central"
"42","Austria",2001,"S2",164.3,145.1,101630.3,46.1,177545,80.5,57807.5,26.2,21843.3,9.9,69615.5,31.6,55355.3,25.1,0,220525,10816,0,1.94710309914316,108.45,22050.5,137387.3,159437.8,0,4.90465933567623,0,0.696072922765138,0.722991951025961,4.83673360708334,0.160498823399252,0,0,0,0,"Western and Central"
"43","Austria",2002,"S1",145.5,162.6,191710,84.6,122509,54,26779.8,11.8,61050.4,26.9,57506.9,25.4,66705.6,29.4,815320.3,226735,35378,0,1.14560015872065,106.61,14026.6,204463.2,218489.8,0,15.6032372593556,359.591726023772,0.791639175395938,0.963635080600701,15.046460065601,0.0686020760704127,0,0,0,0,"Western and Central"
"44","Austria",2002,"S11",50.3,133.5,14855.4,6.6,9173.8,4,157803.6,69.6,15340.5,6.8,111136.9,49,50848,22.4,375752.7,226735,4975,0,1.14560015872065,106.61,42634.8,130024.2,172659,0,2.19419145698723,165.72328930249,0.608391453153481,0.761501312104439,1.73580191125543,0.327898960347381,0,0,0,0,"Western and Central"
"45","Austria",2002,"S12",242.3,244.2,104628.5,46.1,148895.8,65.7,3820.4,1.7,276536,122,94273.4,41.6,52087.7,23,18830.6,226735,20102,0,1.14560015872065,106.61,8101.9,100347,108448.9,0,8.86585661675524,8.30511389948618,0.534962853124693,0.478306833969171,17.3903186011746,0.0807388362382533,0,0,0,0,"Western and Central"
"46","Austria",2002,"S13",37.6,75.7,134067.8,59.1,3826,1.7,27203.2,12,35589.4,15.7,3672.4,1.6,30869.7,13.6,118781.6,226735,7809,0,1.14560015872065,106.61,4796.1,156474.9,161271,0,3.4441087613293,52.3878536617637,0.977735392868099,0.711275277306106,3.69655993205823,0.0306509222884948,0,0,0,0,"Western and Central"
"47","Austria",2002,"S14_S15",152.3,46.3,0,0,22455,9.9,104428.1,46.1,60,0,0,0,84475.9,37.3,301955.5,226735,2492,0,1.14560015872065,106.61,12143.9,92284.3,104428.1,0,1.09908042428386,133.175513264384,1,0.460573356561625,1.24073072348443,0.131592264339655,0,0,0,0,"Western and Central"
"48","Austria",2002,"S2",162.6,144,122509,54,191710,84.6,61050.4,26.9,26779.8,11.8,66705.6,29.4,57506.9,25.4,0,226735,10285,0,1.14560015872065,106.61,26858.2,156701.2,183559.4,0,4.53613248947009,0,0.733460132259805,0.80957681875317,4.45749072085294,0.171397538755287,0,0,0,0,"Western and Central"
"49","Austria",2003,"S1",155.9,170.2,202054,87.1,133329,57.5,29927.2,12.9,61818.4,26.7,64522,27.8,79408.6,34.2,845693,231863,30591,0,1.30755017865387,104.51,14721,217260.2,231981.2,0,13.1935668907933,364.738229040425,0.782390206918509,1.00050978379474,11.8792942725344,0.0677574631708891,0,0,0,0,"Western and Central"
"50","Austria",2003,"S11",55,137.9,18153.8,7.8,10047.9,4.3,162793.1,70.2,15451.7,6.7,116613.1,50.3,59065.1,25.5,392890.8,231863,4170,0,1.30755017865387,104.51,39843.3,141103.6,180946.9,0,1.79847582408577,169.449545636863,0.608102231482726,0.780404376722461,0.996993308965979,0.282369124529778,0,0,0,0,"Western and Central"
"51","Austria",2003,"S12",248,253.8,107901.5,46.5,157716.5,68,4146.2,1.8,278879,120.3,107469,46.4,60937,26.3,19166.9,231863,17022,0,1.30755017865387,104.51,8295.9,103751.8,112047.7,0,7.34140419126812,8.26647632438121,0.510429047083889,0.483249591353515,13.8841940517052,0.0799590946855862,0,0,0,0,"Western and Central"
"52","Austria",2003,"S13",37.8,74.2,136548.2,58.9,2254,1,24696,10.7,37444.7,16.1,3910.5,1.7,31382.8,13.5,120934.4,231863,7374,0,1.30755017865387,104.51,5426.2,155818,161244.2,0,3.18032631338333,52.1576965708198,0.976322199731524,0.695428766124824,3.26563757011477,0.0348239612881695,0,0,0,0,"Western and Central"
"53","Austria",2003,"S14_S15",157.8,46.9,0,0,23860,10.3,108307.8,46.7,59,0,0,0,91494.3,39.5,312700.8,231863,2027,0,1.30755017865387,104.51,11933,96374.8,108307.8,0,0.874223140388937,134.864467379444,1,0.467119807817547,0.563967846825366,0.123818674591283,0,0,0,0,"Western and Central"
"54","Austria",2003,"S2",170.2,154.4,133329,57.5,202054,87.1,61818.4,26.7,29927.2,12.9,79408.6,34.2,64522,27.8,0,231863,9479,0,1.30755017865387,104.51,23383.7,171763.7,195147.4,0,4.08819000875517,0,0.710774486807791,0.841649594803828,3.54980380095334,0.13613877670311,0,0,0,0,"Western and Central"
"55","Austria",2004,"S1",174.1,189.9,222865,92,157657.9,65.1,33384.1,13.8,68730.6,28.4,82481.7,34,92221,38.1,881952.6,242348,31449,0,1.73972053706007,102.46,16351,239898.1,256249.1,0,12.9767937016192,363.919900308647,0.756497785261925,1.05736007724429,10.533103055296,0.0681581054622775,0,0,0,0,"Western and Central"
"56","Austria",2004,"S11",56.5,140.8,21344,8.8,9647.1,4,161050.9,66.5,16764.5,6.9,135960.7,56.1,64243,26.5,412951.6,242348,4267,0,1.73972053706007,102.46,38806.3,143588.7,182394.9,0,1.76069123739416,170.396124581181,0.57292819727374,0.752615660125109,0.59970890970626,0.270260124926265,0,0,0,0,"Western and Central"
"57","Austria",2004,"S12",261.5,267.5,121108.7,50,180023.8,74.3,4539.1,1.9,293867.8,121.3,120674.3,49.8,69838.2,28.8,19730.7,242348,17734,0,1.73972053706007,102.46,9185.3,116462.6,125647.8,0,7.31757637777081,8.14147424364963,0.510095521270726,0.518460230742569,12.3743347826511,0.0788690961733638,0,0,0,0,"Western and Central"
"58","Austria",2004,"S13",35.1,73.3,141335.6,58.3,2236.4,0.9,26320.4,10.9,32015.7,13.2,3635.2,1.5,34165,14.1,123805.2,242348,7285,0,1.73972053706007,102.46,4653.8,163002.2,167656,0,3.00600788948124,51.085711456253,0.978777660498613,0.69179857065047,2.60548631506571,0.0285505349007559,0,0,0,0,"Western and Central"
"59","Austria",2004,"S14_S15",160.5,47.8,0,0,26674,11,115435.2,47.6,44.2,0,0,0,101763.3,42,325465.1,242348,2163,0,1.73972053706007,102.46,11452.8,103982.4,115435.2,0,0.892518196972948,134.296590027564,1,0.476320002640831,0.134057998429971,0.110141716290449,0,0,0,0,"Western and Central"
"60","Austria",2004,"S2",189.9,172.8,157657.9,65.1,222865,92,68730.6,28.4,33384.1,13.8,92221,38.1,82481.7,34,0,242348,9914,0,1.73972053706007,102.46,24473.1,201915.4,226388.5,0,4.09081156023569,0,0.710551631385756,0.934146351527555,2.63947716953722,0.121204722373826,0,0,0,0,"Western and Central"
"61","Austria",2005,"S1",226.8,238.6,246979.7,97.2,190960.8,75.2,39469.9,15.5,80060.4,31.5,169551,66.7,182015.5,71.6,920843.8,254075,35726,0,2.53779266567406,104.69,19704,266745.6,286449.6,0,14.0612024008659,362.429912427433,0.628178120818262,1.12742143067992,9.93420938983588,0.0738681350320305,0,0,0,0,"Western and Central"
"62","Austria",2005,"S11",63.8,142.9,18930.5,7.5,10949.5,4.3,162856.3,64.1,18157.6,7.1,158538.1,62.4,80203.3,31.6,414948.2,254075,4096,0,2.53779266567406,104.69,42235.1,139551.7,181786.8,0,1.61212240480173,163.317209485388,0.53415662503684,0.715484797795926,-0.28460376526985,0.30264840915589,0,0,0,0,"Western and Central"
"63","Austria",2005,"S12",316.3,320,140516.6,55.3,213954.9,84.2,3407.6,1.3,322906.3,127.1,210621.5,82.9,155488.6,61.2,20393.4,254075,20948,0,2.53779266567406,104.69,10859.7,133064.5,143924.2,0,8.24480960346354,8.02652760011808,0.405939770246826,0.566463445832923,12.0170910856339,0.081612300801491,0,0,0,0,"Western and Central"
"64","Austria",2005,"S13",35.8,80.7,152075.8,59.9,2436.5,1,34352.1,13.5,32084.2,12.6,11379.1,4.5,37447.3,14.7,146804.1,254075,8187,0,2.53779266567406,104.69,5557,180870.9,186427.9,0,3.22227688674604,57.7798287907114,0.942473724387913,0.733751451343107,1.85371740336604,0.0307235713428749,0,0,0,0,"Western and Central"
"65","Austria",2005,"S14_S15",168.2,52.3,0,0,28163,11.1,131941.7,51.9,0,0,0,0,119864.1,47.2,338698.1,254075,2496,0,2.53779266567406,104.69,15739.2,116202.6,131941.7,0,0.982387090426055,133.306346551215,1,0.519302174554757,-0.646048054228247,0.135446194835572,0,0,0,0,"Western and Central"
"66","Austria",2005,"S2",238.6,225.1,190960.8,75.2,246979.7,97.2,80060.4,31.5,39469.9,15.5,182015.5,71.6,169551,66.7,0,254075,11626,0,2.53779266567406,104.69,27402.3,243618.9,271021.2,0,4.57581422808226,0,0.598232328639159,1.06669762865296,1.75190865658413,0.112480189344915,0,0,0,0,"Western and Central"
"67","Austria",2006,"S1",253.2,266.2,269059.1,100.5,204298.3,76.3,62071,23.2,98712.4,36.9,208173.1,77.7,204858.4,76.5,966113.7,267825,46507,0,1.89216186052805,105.88,35658.3,295471.7,331130.1,0,17.364697096985,360.725735088211,0.613996171355927,1.23636740408849,12.1527709317491,0.12068262375043,0,0,0,0,"Western and Central"
"68","Austria",2006,"S11",68.6,152.8,19185.9,7.2,9454.3,3.5,167938,62.7,25754.7,9.6,195620.3,73,88885.2,33.2,437557.7,267825,6568,0,1.89216186052805,105.88,44736.1,142387.9,187123.9,0,2.45234761504714,163.374479604219,0.488900680924753,0.698679734901521,1.61781201239786,0.314184702492276,0,0,0,0,"Western and Central"
"69","Austria",2006,"S12",335.2,339.9,161340.1,60.2,223097.4,83.3,24345.6,9.1,344683.3,128.7,236438.4,88.3,173657.2,64.8,21043.3,267825,27889,0,1.89216186052805,105.88,24475.2,161210.6,185685.7,0,10.4131429104826,7.85710818631569,0.439884147813404,0.693309810510595,13.1273038279983,0.151821282223377,0,0,0,0,"Western and Central"
"70","Austria",2006,"S13",35.6,78.2,152497.4,56.9,2981.1,1.1,33570.5,12.5,32482.2,12.1,13788.2,5.1,41466.2,15.5,152549.1,267825,8398,0,1.89216186052805,105.88,5466.7,180601.2,186067.9,0,3.1356296088864,56.9584990198824,0.931009361235409,0.694736861756744,2.62124426702001,0.0302694555739386,0,0,0,0,"Western and Central"
"71","Austria",2006,"S14_S15",171.4,52.8,1.5,0,32731.4,12.2,140424.5,52.4,0,0,6.8,0,138530.3,51.7,354963.7,267825,3651,0,1.89216186052805,105.88,15465.1,124960.9,140426,0,1.36320358443013,132.535685615607,0.999951578263768,0.524319985064874,0.707784018440232,0.123759511975346,0,0,0,0,"Western and Central"
"72","Austria",2006,"S2",266.2,251.5,204298.3,76.3,269059.1,100.5,98712.4,36.9,62071,23.2,204858.4,76.5,208173.1,77.7,0,267825,14838,0,1.89216186052805,105.88,37929.9,265080.8,303010.7,0,5.54018482217866,0,0.596631494217703,1.13137571175208,3.0046949171369,0.143088069750808,0,0,0,0,"Western and Central"
"73","Austria",2007,"S1",271.8,281.5,292176.6,102.9,211643.1,74.5,76719.6,27,123998.4,43.7,235697.5,83,247582,87.2,1023542.8,283978,60811,0,2.22117599066097,102.81,40427.5,328468.7,368896.2,0,21.4139827733134,360.430315024403,0.610155547436237,1.29903091084521,14.2634069353762,0.123078698213863,0,0,0,0,"Western and Central"
"74","Austria",2007,"S11",72.7,158.5,21354.4,7.5,8728.7,3.1,183908.2,64.8,31291.9,11,215116.9,75.8,96439.3,34,466131.5,283978,8457,0,2.22117599066097,102.81,51160.7,154102,205262.6,0,2.97804759523625,164.143525202657,0.488279280983017,0.722811626252738,1.89891213060418,0.331992446561368,0,0,0,0,"Western and Central"
"75","Austria",2007,"S12",346.1,348.8,180790,63.7,226659.2,79.8,23905,8.4,373859,131.7,254648.6,89.7,212462,74.8,21678.6,283978,38305,0,2.22117599066097,102.81,21689.3,183005.9,204695,0,13.4887209572573,7.63390121769996,0.445625017960411,0.720812879870976,16.492031464333,0.118516943989238,0,0,0,0,"Western and Central"
"76","Austria",2007,"S13",35.2,74.9,153730.6,54.1,2953.9,1,32449.2,11.4,29011.5,10.2,13924.4,4.9,44055.8,15.5,160081.2,283978,8903,0,2.22117599066097,102.81,5784.8,180395,186179.8,0,3.13510201494482,56.3709864848685,0.930414254173576,0.655613463014741,2.56076061040961,0.0320674076332493,0,0,0,0,"Western and Central"
"77","Austria",2007,"S14_S15",170.5,52.1,1.5,0,37001.3,13,146621.1,51.6,0,0,7.2,0,142624.6,50.2,375651.5,283978,5146,0,2.22117599066097,102.81,16039,130583.6,146622.6,0,1.8121122058751,132.281902119178,0.999950896748137,0.516316756931875,1.28851487554929,0.122825530924251,0,0,0,0,"Western and Central"
"78","Austria",2007,"S2",281.5,270,211643.1,74.5,292176.6,102.9,123998.4,43.7,76719.6,27,247582,87.2,235697.5,83,0,283978,18583,0,2.22117599066097,102.81,49135.1,286506.4,335641.5,0,6.54381677453887,0,0.575493785829961,1.18192782539493,3.31538608524442,0.171497390634206,0,0,0,0,"Western and Central"
"79","Austria",2008,"S1",266.8,276.8,323303.3,110.1,196998.3,67.1,79357.6,27,147046.3,50.1,198309.7,67.5,227971.3,77.6,1077312,293762,68058,0,1.95632075607269,104.36,52745.4,349915.5,402660.9,0,23.1677344244661,366.729529346886,0.670017634806095,1.37070451590063,14.9457424936742,0.150737535204928,0,0,0,0,"Western and Central"
